t,count
1386894948,0
1386894948,1
1386894948,1
1386894948,1
1386894948,1
1386894948,1
1386894948,2
1386894948,2
1386894948,2
1386894948,2
1386894948,2
1386894948,2
1386894948,2
1386894948,2
1386894948,2
1386894948,3
1386894948,3
1386894948,3
1386894948,3
1386894948,3
1386894948,3
1386894948,3
1386894948,4
1386894948,4
1386894948,4
1386894948,4
1386894948,4
1386894948,4
1386894948,5
1386894948,5
1386894948,5
1386894948,5
1386894948,5
1386894948,6
1386894948,6
1386894948,6
1386894948,6
1386894948,6
1386894948,6
1386894948,6
1386894948,6
1386894948,6
1386894948,7
1386894948,7
1386894948,7
1386894948,7
1386894948,7
1386894948,7
1386894948,8
1386894948,8
1386894948,8
1386894948,8
1386894948,8
1386894948,8
1386894948,9
1386894948,9
1386894948,9
1386894948,9
1386894948,9
1386894948,9
1386894948,10
1386894948,10
1386894948,10
1386894948,10
1386894948,11
1386894948,11
1386894948,11
1386894948,11
1386894948,11
1386894948,11
1386894948,11
1386894948,12
1386894948,12
1386894948,12
1386894948,12
1386894948,12
1386894948,13
1386894948,13
1386894948,13
1386894948,13
1386894948,13
1386894948,13
1386894948,14
1386894948,14
1386894948,14
1386894948,14
1386894948,14
1386894948,14
1386894948,15
1386894948,15
1386894948,15
1386894948,15
1386894948,15
1386894948,16
1386894948,16
1386894948,16
1386894948,16
1386894948,16
1386894948,17
1386894948,17
1386894948,17
1386894948,17
1386894948,17
1386894948,17
1386894948,18
1386894948,18
1386894948,18
1386894948,18
1386894948,18
1386894948,19
1386894948,19
1386894948,19
1386894948,19
1386894948,19
1386894948,19
1386894948,30
1386894948,30
1386894948,30
1386894948,30
1386894948,30
1386894948,30
1386894948,30
1386894948,41
1386894948,41
1386894948,41
1386894948,41
1386894948,41
1386894948,41
1386894948,52
1386894948,52
1386894948,52
1386894948,52
1386894948,52
1386894948,52
1386894948,63
1386894948,63
1386894948,63
1386894948,63
1386894948,63
1386894948,74
1386894948,74
1386894948,74
1386894948,74
1386894948,74
1386894948,85
1386894948,85
1386894948,85
1386894948,85
1386894948,85
1386894948,85
1386894948,85
1386894948,85
1386894948,96
1386894948,96
1386894948,96
1386894948,96
1386894948,96
1386894948,96
1386894948,107
1386894948,107
1386894948,107
1386894948,107
1386894948,107
1386894948,107
1386894948,118
1386894948,118
1386894948,118
1386894948,118
1386894948,118
1386894948,118
1386894948,129
1386894948,129
1386894948,129
1386894948,129
1386894948,129
1386894948,129
1386894948,140
1386894948,140
1386894948,140
1386894948,140
1386894948,140
1386894948,140
1386894948,140
1386894948,140
1386894948,140
1386894948,140
1386894948,140
1386894948,151
1386894948,151
1386894948,151
1386894948,151
1386894948,151
1386894948,162
1386894948,162
1386894948,162
1386894948,162
1386894948,162
1386894948,162
1386894948,173
1386894948,173
1386894948,173
1386894948,173
1386894948,173
1386894948,173
1386894948,184
1386894948,184
1386894948,184
1386894948,184
1386894948,184
1386894948,184
1386894948,195
1386894948,195
1386894948,195
1386894948,195
1386894948,195
1386894948,195
1386894948,195
1386894948,206
1386894948,206
1386894948,206
1386894948,206
1386894948,206
1386894948,206
1386894948,217
1386894948,217
1386894948,217
1386894948,217
1386894948,217
1386894948,228
1386894948,228
1386894948,228
1386894948,228
1386894948,228
1386894948,239
1386894948,239
1386894948,239
1386894948,239
1386894948,239
1386894948,239
1386894948,250
1386894948,250
1386894948,250
1386894948,250
1386894948,250
1386894948,250
1386894948,261
1386894948,261
1386894948,261
1386894948,261
1386894948,261
1386894948,261
1386894948,272
1386894948,272
1386894948,272
1386894948,272
1386894948,272
1386894948,272
1386894948,272
1386894948,272
1386894948,272
1386894948,272
1386894948,283
1386894948,283
1386894948,283
1386894948,283
1386894948,283
1386894948,283
1386894948,294
1386894948,294
1386894948,294
1386894948,294
1386894948,294
1386894948,294
1386894948,305
1386894948,305
1386894949,305
1386894949,305
1386894949,305
1386894949,305
1386894949,316
1386894949,316
1386894949,316
1386894949,316
1386894949,316
1386894949,316
1386894949,327
1386894949,327
1386894949,327
1386894949,327
1386894949,327
1386894949,327
1386894949,338
1386894949,338
1386894949,338
1386894949,338
1386894949,338
1386894949,338
1386894949,349
1386894949,349
1386894949,349
1386894949,349
1386894949,349
1386894949,349
1386894949,360
1386894949,360
1386894949,360
1386894949,360
1386894949,360
1386894949,360
1386894949,371
1386894949,371
1386894949,371
1386894949,371
1386894949,371
1386894949,371
1386894949,382
1386894949,382
1386894949,382
1386894949,382
1386894949,382
1386894949,382
1386894949,393
1386894949,393
1386894949,393
1386894949,393
1386894949,393
1386894949,393
1386894949,404
1386894949,404
1386894949,404
1386894949,404
1386894949,404
1386894949,404
1386894949,415
1386894949,415
1386894949,415
1386894949,415
1386894949,415
1386894949,415
1386894949,426
1386894949,426
1386894949,426
1386894949,426
1386894949,426
1386894949,426
1386894949,437
1386894949,437
1386894949,437
1386894949,437
1386894949,437
1386894949,437
1386894949,448
1386894949,448
1386894949,448
1386894949,448
1386894949,448
1386894949,448
1386894949,459
1386894949,459
1386894949,459
1386894949,459
1386894949,459
1386894949,459
1386894949,470
1386894949,470
1386894949,470
1386894949,470
1386894949,470
1386894949,470
1386894949,481
1386894949,481
1386894949,481
1386894949,481
1386894949,481
1386894949,481
1386894949,492
1386894949,492
1386894949,492
1386894949,492
1386894949,492
1386894949,492
1386894949,503
1386894949,503
1386894949,503
1386894949,503
1386894949,503
1386894949,503
1386894949,514
1386894949,514
1386894949,514
1386894949,514
1386894949,514
1386894949,514
1386894949,525
1386894949,525
1386894949,525
1386894949,525
1386894949,525
1386894949,525
1386894949,536
1386894949,536
1386894949,536
1386894949,536
1386894949,536
1386894949,536
1386894949,547
1386894949,547
1386894949,547
1386894949,547
1386894949,547
1386894949,547
1386894949,547
1386894949,547
1386894949,547
1386894949,558
1386894949,558
1386894949,558
1386894949,558
1386894949,558
1386894949,569
1386894949,569
1386894949,569
1386894949,569
1386894949,569
1386894949,569
1386894949,580
1386894949,580
1386894949,580
1386894949,580
1386894949,580
1386894949,591
1386894949,591
1386894949,591
1386894949,591
1386894949,591
1386894949,602
1386894949,602
1386894949,602
1386894949,602
1386894949,602
1386894949,602
1386894949,613
1386894949,613
1386894949,613
1386894949,613
1386894949,613
1386894949,613
1386894949,624
1386894949,624
1386894949,624
1386894949,624
1386894949,624
1386894949,624
1386894949,635
1386894949,635
1386894949,635
1386894949,635
1386894949,635
1386894949,635
1386894949,646
1386894949,646
1386894949,646
1386894949,646
1386894949,646
1386894949,646
1386894949,657
1386894949,657
1386894949,657
1386894949,657
1386894949,657
1386894949,657
1386894949,668
1386894949,668
1386894949,668
1386894949,668
1386894949,668
1386894949,668
1386894949,669
1386894949,669
1386894949,669
1386894949,669
1386894949,669
1386894949,669
1386894949,649
1386894949,649
1386894949,649
1386894949,649
1386894949,649
1386894949,649
1386894949,629
1386894949,629
1386894949,629
1386894949,629
1386894949,629
1386894949,629
1386894949,609
1386894949,609
1386894949,609
1386894949,609
1386894949,609
1386894949,609
1386894949,609
1386894949,609
1386894949,609
1386894949,589
1386894949,589
1386894949,589
1386894949,589
1386894949,589
1386894949,589
1386894949,569
1386894949,569
1386894949,569
1386894949,569
1386894949,569
1386894949,569
1386894949,549
1386894949,549
1386894949,549
1386894949,549
1386894949,549
1386894949,549
1386894949,529
1386894949,529
1386894949,529
1386894949,529
1386894949,529
1386894949,529
1386894949,509
1386894949,509
1386894949,509
1386894949,509
1386894949,509
1386894949,509
1386894949,489
1386894949,489
1386894949,489
1386894949,489
1386894949,489
1386894949,489
1386894949,469
1386894949,469
1386894949,469
1386894949,469
1386894949,469
1386894949,469
1386894949,449
1386894949,449
1386894949,449
1386894949,449
1386894949,449
1386894949,429
1386894949,429
1386894949,429
1386894949,429
1386894949,429
1386894949,429
1386894949,409
1386894949,409
1386894949,409
1386894949,409
1386894949,409
1386894949,409
1386894949,389
1386894949,389
1386894949,389
1386894949,389
1386894949,389
1386894949,389
1386894949,369
1386894949,369
1386894949,369
1386894949,369
1386894949,369
1386894949,369
1386894949,349
1386894949,349
1386894949,349
1386894949,349
